ItemCode	PakNum	EffectCode	ItemName	Comment
2610951	205		肩臂个性彩绘	只有最强的战士才可能佩戴此彩绘，精致的外形代表着勇敢和坚忍不拔
2812301	205		爱心手套	表达你的爱意
2118571	206		赵思萱宝贝发型	赵思萱默认发型
2118581	206		柳天薇休闲发型	柳天薇默认发型
2118591	206		乐儿魅惑发型	乐儿默认发型
2118601	206		慕蕊中性发型	慕蕊默认发型
2118611	206		李凝芙公主发型	李凝芙默认发型
2118621	206		赵思萱炫酷发型	赵思萱炫酷发型
2118631	206		柳天薇OL发型	柳天薇OL发型
2118641	206		乐儿混搭发型	乐儿混搭发型
2118651	206		慕蕊潮流发型	慕蕊潮流发型
2118661	206		李凝芙居家发型	李凝芙居家发型
2220621	206		赵思萱宝贝装	赵思萱宝贝装
2220631	206		赵思萱宝贝装	赵思萱宝贝装
2220641	206		赵思萱宝贝装	赵思萱宝贝装
2220651	206		柳天薇休闲装	柳天薇休闲装
2220661	206		柳天薇休闲装	柳天薇休闲装
2220671	206		柳天薇休闲装	柳天薇休闲装
2220681	206		乐儿魅惑装	乐儿魅惑装
2220691	206		乐儿魅惑装	乐儿魅惑装
2220701	206		乐儿魅惑装	乐儿魅惑装
2220711	206		慕蕊中性装	慕蕊中性装
2220721	206		慕蕊中性装	慕蕊中性装
2220731	206		慕蕊中性装	慕蕊中性装
2220741	206		李凝芙公主装	李凝芙公主装
2220751	206		李凝芙公主装	李凝芙公主装
2220761	206		李凝芙公主装	李凝芙公主装
2220771	206		赵思萱炫酷装	赵思萱炫酷装
2220781	206		赵思萱炫酷装	赵思萱炫酷装
2220791	206		赵思萱炫酷装	赵思萱炫酷装
2220801	206		柳天薇OL装	柳天薇OL装
2220811	206		柳天薇OL装	柳天薇OL装
2220821	206		柳天薇OL装	柳天薇OL装
2220831	206		乐儿混搭装	乐儿混搭装
2220841	206		乐儿混搭装	乐儿混搭装
2220851	206		乐儿混搭装	乐儿混搭装
2220861	206		慕蕊潮流装	慕蕊潮流装
2220871	206		慕蕊潮流装	慕蕊潮流装
2220881	206		慕蕊潮流装	慕蕊潮流装
2220891	206		李凝芙居家装	李凝芙居家装
2220901	206		李凝芙居家装	李凝芙居家装
2220911	206		李凝芙居家装	李凝芙居家装
2610961	206		FS GIRLS彩绘	FS GIRLS专属彩绘
52110261	521			
52110271	521			
52110281	521			
52110291	999		特殊角色包	使用特殊角色包，可以产生一个角色槽，并在这个槽上创建特殊角色
52110301	999			
52110311	999			
50410671	523			
50410681	523			
50510551	523			
50210151	523		可爱男高中生	可爱的男高中生校服。
50210161	523		可爱女高中生	可爱的女高中生校服。
51410181	523		欧式背包	欧式的背包
50610541	523		彩色油漆鞋	彩色油漆鞋~
50111141	523			
50410941	532			
50410951	532			
50510741	532			
50210281	532			
51410331	532			
50610681	532			
50111281	532			
50111291	532			
50210261	523		婚纱	女生结婚时必须穿的服装！
50210171	523		结婚礼服	男生结婚时必须穿的服装！
50810151	523		婚纱头饰	结婚时别忘了带哦~
50810161	523			
50410661	523			
50510541	523			
50510561	523			
50610521	523			
50610531	523			
50111151	523			
50111161	523			
51210201	523			
50410931	532			
50510731	532			
50510751	532			
50610661	532			
50610671	532			
50111261	532			
50111271	532			
51210281	532			
51510081	523		小木马	可爱的小木马~
50810011	526			
50410821	526			
50111311	534		潮台客发型	潮台客基本发型
50310581	534		潮台客花印套装	潮台客专用道具。是潮台客最喜欢的花印套装
50310591	534		潮台客王子套装	潮台客专用道具。是潮台的王子风格套装
2118701	208		纱琪特殊角色影子包	创建出来的纱琪等级取当前账号的最高等级
2812351	213		妮妮特殊角色影子包	创建出来的妮妮等级取当前账号的最高等级
2414781	208		嘻哈街舞牛仔裤	嘻哈街舞爱好者们的最爱
2414791	208		金线刺绣滑板裤	"街舞潮流,时尚引领."
2318011	208		印花蝙蝠T恤	潮女们拥护的款式.
2318021	208		反穿情侣装	尝试一下反穿的情侣搭配吧.
2318031	208		男士深V领毛衣	深V领充分展示男人的性感.
2220971	208		可爱职业装	可爱的OL们喜爱的.
2118691	208		狐狸发型	"我也想成为""九尾狐""."
2610971	208		K-B 彩绘	彩绘彰显个性.
2220951	208		运动情侣装	运动情侣们必备的.
2220991	209		2012全国联赛	冠军!!!
2414801	208		JtCyc-XH-Lover	JtCyc品牌系列情侣套装
2514651	208		JtCyc-滑板鞋	JtCyc品牌系列滑板鞋
2713411	208		创可贴	面部受伤了?
2118671	208		JtCyc-戴伦	JtCyc发型-戴伦
2318041	208		假面舞客	假面舞客演出服
2220941	208		嘻哈格子套装	嘻哈风格的格子套装
2318051	208		Hiphop 嘻哈外套	Hiphop 嘻哈风格外套
2220961	208		情侣素色套装	朴素的情侣套装
2713431	208		假面	假面控的最爱
2713421	208		Style-骰子耳环	梦想成为赌神.
2812331	208		FreeStyle 运动护指	保护好手指.
2118681	208		可爱萌男发型	很萌的男士发型.
2514661	208		兰色长条鞋	流线型设计.
2514671	208		2012流行版鞋	潮流板鞋.
2514681	209		2012全国联赛鞋	冠军!!!
2318111	212		愚人节防护甲	愚人节发挥你的想象！
2318121	212		愚人节防护甲	愚人节发挥你的想象！
2414821	212		愚人节防护裤	愚人节发挥你的想象！
2414831	212		愚人节防护裤	愚人节发挥你的想象！
2514691	212		愚人节防护靴	愚人节发挥你的想象！
2514701	212		愚人节防护靴	愚人节发挥你的想象！
2118821	212		愚人节头带	愚人节发挥你的想象！
2118831	212		愚人节头带	愚人节发挥你的想象！
2118841	212		愚人节服装果实	有几率开出搞怪能力道具，职业颠覆！
2118851	212		愚人节彩绘果实	有几率开出高倍或低倍值彩绘，惊喜不断！
2118871	213		重装机甲(蓝)头盔	重装机甲疯狂来袭!
2118881	213		重装机甲(红)头盔	重装机甲疯狂来袭，FS-GIRLS专用!
2118891	213		重装机甲(绿)头盔	重装机甲疯狂来袭!
2318141	213		重装机甲(蓝)铠甲	重装机甲疯狂来袭!
2318151	213		重装机甲(红)铠甲	重装机甲疯狂来袭，FS-GIRLS专用!
2318161	213		重装机甲(绿)铠甲	重装机甲疯狂来袭!
2318171	213		重装机甲(蓝)铠甲	重装机甲疯狂来袭!
2318181	213		重装机甲(红)铠甲	重装机甲疯狂来袭，FS-GIRLS专用!
2318191	213		重装机甲(绿)铠甲	重装机甲疯狂来袭!
2318201	213		重装机甲(蓝)铠甲	重装机甲疯狂来袭!
2318211	213		重装机甲(红)铠甲	重装机甲疯狂来袭，FS-GIRLS专用!
2318221	213		重装机甲(绿)铠甲	重装机甲疯狂来袭!
2414851	213		重装机甲(蓝)铠甲	重装机甲疯狂来袭!
2414861	213		重装机甲(红)铠甲	重装机甲疯狂来袭，FS-GIRLS专用!
2414871	213		重装机甲(绿)铠甲	重装机甲疯狂来袭!
2414881	213		重装机甲(蓝)铠甲	重装机甲疯狂来袭!
2414891	213		重装机甲(红)铠甲	重装机甲疯狂来袭，FS-GIRLS专用!
2414901	213		重装机甲(绿)铠甲	重装机甲疯狂来袭!
2414911	213		重装机甲(蓝)铠甲	重装机甲疯狂来袭!
2414921	213		重装机甲(红)铠甲	重装机甲疯狂来袭，FS-GIRLS专用!
2414931	213		重装机甲(绿)铠甲	重装机甲疯狂来袭!
2514721	213		重装机甲(蓝)腿甲	重装机甲疯狂来袭!
2514731	213		重装机甲(红)腿甲	重装机甲疯狂来袭，FS-GIRLS专用!
2514741	213		重装机甲(绿)腿甲	重装机甲疯狂来袭!
2514751	213		重装机甲(蓝)腿甲	重装机甲疯狂来袭!
2514761	213		重装机甲(红)腿甲	重装机甲疯狂来袭，FS-GIRLS专用!
2514771	213		重装机甲(绿)腿甲	重装机甲疯狂来袭!
2514781	213		重装机甲(蓝)腿甲	重装机甲疯狂来袭!
2514791	213		重装机甲(红)腿甲	重装机甲疯狂来袭，FS-GIRLS专用!
2514801	213		重装机甲(绿)腿甲	重装机甲疯狂来袭!
2812361	213		重装机甲(蓝)机械背翼	重装机甲疯狂来袭!
2812371	213		重装机甲(红)机械背翼	重装机甲疯狂来袭!，FS-GIRLS专用!
2812381	213		重装机甲(绿)机械背翼	重装机甲疯狂来袭!
2910591	213		MK72激光枪	杀伤力极强的新型武器!
3912591	213		幸运小酥饼	"咬开我,看看里面有什么?"
2318241	214		清凉背心	夏天打球必备神器
2318331	214		收腰衬衫	展现姑娘们的完美身材
2318251	214		叠穿背心	"叠搭的风格,展现您的时尚品味."
2318311	214		蝴蝶衫	"小清新,时尚女们的最爱."
2414971	214		低腰热裤	"低腰牛仔热裤,大家都懂的."
2514841	214		夹带鞋托	清凉一整夏.
2318341	214		Jtcyc-休闲西装	Jtcyc系列休闲西装
2910601	214		抱腿狗狗	"抱紧你的腿,世界都颤抖."
2812391	214		小恶魔	"坐在你的肩,大神都得让."
2318261	214		Boy大领衫	潮男必备
2318231	214		羽绒背心	很酷吧?
2221011	214		嘻哈休闲西装	嘻哈风席卷而来.
2713451	214		嘻哈耳机	"带上耳机,跟上节奏."
2318301	214		狼牙T恤	凶悍吗?
2318321	214		Jtcyc-我们的爱	"Jtcyc系列,我们的爱!"
2414961	214		Jtcyc-大角裤	"Jtcyc系列,大角裤子,很舒适吧?"
2514831	214		FreeStyle跑鞋	"穿上它,奔跑起来吧."
2514821	214		潮流板鞋2012	2012潮流板鞋
2910611	214		多彩护腿	"彩色的护腿,保护好自己不再受伤."
2514811	214		方格休闲鞋	格子控们的最爱.
2318271	214		蝙蝠衫	"蝙蝠型的上衣,美吗?"
2118901	214		丽雅发型	丽雅的标志发型
2318281	214		星纹控	条纹星星控.
2414941	214		褶皱牛仔裤	"写实褶皱,牛仔风尚."
2318291	214		Jtcyc-条纹控	"Jtcyc系列,条纹控们为之疯狂."
2414951	214		褶皱格子裤	褶皱感搭配小格子.
50510861	545		Dean-牛仔短裤	Dean系列牛仔短裤
50510871	545		Dean-牛仔长裤	Dean系列牛仔长裤
50411171	545		Dean-休闲体恤	Dean系列休闲体恤
50411181	545		CupTeen彩色条纹	彩色条纹情侣上衣
50510881	545		Dean-女士牛仔短裤	Dean系列女士牛仔短裤
50210441	545		Dean-女士牛仔背带	Dean系列女士牛仔背带裤套装
50411191	545		Tear风格夹克	Tear风的女士夹克
50411201	545		Jtcyc-Lover-3#	Jtcyc品牌系列3#情侣上衣
50210411	545		小恶魔套装	女士恶魔套装
50210431	545		多彩运动情侣装	多彩运动情侣装
50210421	545		Jtcyc-嘻哈风	Jtcyc系列嘻哈风男士套装
50111501	545		青春潮男	青春的.潮男的……….
50111511	545		欧美大牌短卷发	欧美大牌短卷发
50111521	545		酷男发型	So. Cool!
51410401	545		折翼天使	单边折翼天使的翅膀
51610041	545		恶魔徽章	恶魔的标志!!!
51610051	545		逆十字装饰	逆十字装饰.
51610061	545		恐怖娃娃	吓坏你的对手吧!!!
51410411	545		黑暗之翼	黑暗之翼
50411211	545		狂野男	狂野的风格.
50610791	545		Jtcyc-嘻哈舞鞋	Jtcyc系列嘻哈街舞专用鞋
50610801	545		Jtcyc-高帮战靴	Jtcyc系列高帮运动战靴
50610811	545		英伦时尚休闲鞋	英伦时尚休闲鞋
52110531	545		西格蒙影子包	创建出来的西格蒙等级取当前账号的最高等级
52110551	545		欧菲利娅影子包	创建出来的欧菲利娅等级取当前账号的最高等级
52110541	545		雷蒙影子包	创建出来的雷蒙等级取当前账号的最高等级
51210391	544		唐僧吉祥物	纪念唐僧势力获胜吉祥物
52110411	544		唐僧势力气泡	
52110412	544		唐僧势力队长气泡	
51210401	544		悟空吉祥物	纪念悟空势力获胜吉祥物
52110421	544		悟空势力气泡	
52110422	544		悟空势力队长气泡	
51210411	544		八戒吉祥物	纪念八戒势力获胜吉祥物
52110431	544		八戒势力气泡	
52110432	544		八戒势力队长气泡	
51210361	544		熊猫吉祥物	纪念熊猫势力获胜吉祥物
52110381	544		熊猫势力气泡	
52110382	544		熊猫势力队长气泡	
51210371	544		东北虎吉祥物	纪念东北虎势力获胜吉祥物
52110391	544		东北虎势力气泡	
52110392	544		东北虎势力队长气泡	
51210381	544		中华鲟吉祥物	纪念中华鲟势力获胜吉祥物
52110401	544		中华鲟势力气泡	
52110402	544		中华鲟势力队长气泡	
52110221	502		朱雀势力气泡	
52110222	502		朱雀势力队长气泡	
52110451	999		点卷道具打折卷	拥有点卷道具打折卷时，可以用折扣的价钱购买点卷道具。
52110461	999		积分道具打折卷	拥有积分道具打折卷时，可以用折扣的价钱购买积分道具。
50210561	545		中国队套装	能够为国征战是每个队员的梦想！
52110561	999		角色变更卡	您的角色可以改变成特殊角色哦~！
50310761	553		助教服	NPC
50111631	553		助教帽子	NPC
50411321	555		蒂娜流上衣	"夜店女皇,蒂娜风尚!"
50510961	555		库佩短裙	库佩OL短裙
50411331	555		休闲小西装	帅气的休闲小西装
50610871	555		Sup-半翼鞋	半边翅膀我也能飞!!!!!!!
50411341	555		乐老上衣	我笑哈哈哈.
50610881	555		Heart板鞋	血染的红心……
50610901	555		FreeStyle猩猩鞋	壮不壮全看脚….
50610891	555		猫猫运动鞋	可爱猫猫控们的最爱.
50411351	555		黑心流	黑心范er.
50310771	555		超模T秀	超级名模T台走秀的时装.
50310781	555		舞会公主裙	"舞会的焦点,公主裙."
50310791	555		Boxing套装	拳击手的标准出场服装.
50411361	555		型男夹克	你是型男么?
50310801	555		羽翼套装	我的羽翼…我的象征….
50310811	555		可爱兔兔	超级可爱的兔兔套装.
50810181	555		趴趴熊	"后腰的趴趴熊,你看的到么?"
50411371	555		毛绒上衣	毛绒绒的运动上衣.
50510981	555		Dean-长短裤	"Dean系列,长短腿运动裤."
50411391	555		Face系-T恤	请你猜猜我是谁?
50510971	555		低裆嘻哈舞裤	这裆…还不够低….
50411401	555		骷髅T恤	休闲体恤…
50111661	555		狐绒围巾发型	狐狸毛发做成的围巾搭配在发型上.
50810221	555		雷蛇耳机	雷蛇耳机
52110481	999		新角色变更卡	您的角色可以改变成最新的特殊角色哦~！
80410061	3002		小围巾休闲上衣	小小围巾~非常可爱的上衣!
80410071	3002		时尚小夹克	帅气的女士夹克!
80510001	3002		嘻哈舞裤	喜欢街舞吗？快来试一试吧~!
80210001	3002		女士嘻哈舞套装	喜欢街舞吗？快来试穿一下吧~!
80510011	3002		休闲牛仔裤	休闲牛仔裤~
80110001	3002		时尚短发	短发的女生也是很好看的哦~
80110011	3002		长短发	两边不同的发行~
80710001	3002		野狼彩绘	饥饿的野狼彩绘！！！
80410081	3002		休闲衬衫	贵气十足的休闲小衬衫~！
80410091	3002		小流T恤	还记得小流吗？
80510021	3002		休闲迷彩裤	没的说！就是喜欢迷彩裤！
80610001	3002		潮流篮球鞋	喜欢篮球鞋吗？看FS篮球鞋~
80610011	3002		休闲旅游鞋	休闲~时尚的鞋子
80610021	3002		蝴蝶结旅游鞋	买个鞋子~系个蝴蝶结~
80110021	3002		帅气短发	热的天气，剪个帅气的短发~
80210011	3002		休闲运动装	爱运动~爱街头篮球~！
80310001	3002		贵公子休闲礼服	贵气十足的休闲小西装~！
81110001	3002		牧师僵尸	见过僵尸吗？见过牧师僵尸吗？
81110011	3002		黑白之翼	黑白之翼！！
81110041	3001		奥运奖牌	为奥运加油！！
81110021	3002		宝贝天使	小宝贝~小天使~
80710011	3002		热血篮球彩绘	让街头篮球更火热起来~！
81110031	3002		和平鸽	和平的象征！
51610071	999		中锋倾向道具（A型）	<中锋专用>\n灌篮/上篮-10\n近投-10\n3分球+20
51610081	999		中锋倾向道具（B型）	<中锋专用>\n灌篮/上篮-5\n近投-8 / 身体对抗-2\n跑动+5 / 2分球+10
51610091	999		大前锋倾向道具（A型）	<大前锋专用>\n灌篮/上篮-2 / 弹跳-5\n跑动+2 / 2分球+5
51610101	999		大前锋倾向道具（B型）	<大前锋专用>\n灌篮/上篮-5 / 弹跳-5\n篮板+5 / 身体对抗+5
51610111	999		小前锋倾向道具（A型）	<小前锋专用>\n运球-5 / 2分球-2\n灌篮/上篮+5 / 弹跳+2
51610121	999		小前锋倾向道具（B型）	<小前锋专用>\n2分球-5 / 3分球-3\n运球+5 / 跑动+3
51610131	999		组织后卫倾向道具（A型）	<组织后卫专用>\n盖帽-2 / 跑动-2\n传球-2\n3分球+4 / 2分球+2
51610141	999		组织后卫倾向道具（B型）	<组织后卫专用>\n传球-5 / 跑动-1\n盖帽+3 / 弹跳+3
51610151	999		得分后卫倾向道具（A型）	<得分后卫专用>\n传球-1 / 运球-4\n2分球+5
51610161	999		得分后卫倾向道具（B型）	<得分后卫专用>\n灌篮/上篮-2\n2分球-3 / 近投 -5\n盖帽+10
80410111	3002		情人节上衣	情人节上衣~属于情人们的上衣！
80410101	3002		情人节love上衣	情人节love上衣~属于情人们的上衣！
80510041	3002		情人节沙滩裤	情人节沙滩裤~属于情人们的下衣！
82110001	3002		JtCyc-手套I	又能护身又能加积分哦~！
82110011	3002		JtCyc-手套II	又能护身又能加积分，即使输了也不怕，积分一样也不少哦~！
82110021	3002		JtCyc-手套III	又能护身又能加积分，即使输了也不怕，积分一样也不少哦~！
82110151	999		嘻哈西游变更卡	您的角色可以改变成其他的嘻哈西游特殊角色哦~！
50111981	549		唐僧发型	唐僧发型
50111581	549		孙悟空发型	孙悟空发型
50111591	549		猪八戒发型I	猪八戒发型I
50111601	549		猪八戒发型II	猪八戒发型II
50111971	549		沙悟净发型	沙悟净发型
50311031	549		唐僧套装	唐僧套装
50310821	549		孙悟空套装	孙悟空套装
50310741	549		猪八戒套装	猪八戒套装
50311011	549		沙悟净套装	沙悟净套装
51410431	549		金箍棒	孙悟空的金箍棒！
51410441	549		九齿钉耙	猪八戒的九齿钉耙！
50310731	549		齐天大圣套装	孙悟空大闹天宫时穿的齐天大圣套装~！
50310751	549		天蓬元帅套装	猪八戒还是天蓬元帅时穿的套装~！
80310011	549		唐僧袈裟1	观音菩萨赠送的佛门袈裟！
80310021	549		唐僧袈裟16	观音菩萨赠送的佛门袈裟！
80310031	549		唐僧袈裟25	观音菩萨赠送的佛门袈裟！
80310041	549		齐天大圣套装1	孙悟空大闹天宫时穿的齐天大圣套装~！
80310051	549		齐天大圣套装16	孙悟空大闹天宫时穿的齐天大圣套装~！
80310061	549		齐天大圣套装25	孙悟空大闹天宫时穿的齐天大圣套装~！
80310071	549		天蓬元帅套装1	猪八戒还是天蓬元帅时穿的套装~！
80310081	549		天蓬元帅套装16	猪八戒还是天蓬元帅时穿的套装~！
80310091	549		天蓬元帅套装25	猪八戒还是天蓬元帅时穿的套装~！
80310101	549		沙悟净河妖套装1	当年沙悟净在流沙河穿过的套装~!
80310111	549		沙悟净河妖套装16	当年沙悟净在流沙河穿过的套装~!
80310121	549		沙悟净河妖套装25	当年沙悟净在流沙河穿过的套装~!
51410581	549		九环锡杖	观音菩萨赠送的佛门法杖！
51410571	549		月牙铲	沙悟净的月牙铲！
82110161	3006		活动手套	输了也不怕，积分有400%的加成！
82110171	3006		活动手套	输了也不怕，积分有600%的加成！
82110181	3006		活动手套	输了也不怕，积分有800%的加成！
82110191	3006		活动手套	输了也不怕，积分有1000%的加成！
80810001	3005		蝴蝶发卡	好像可爱的小蝴蝶~~
80410121	3005		Cool-Jack	Cool-Jack夹克
80410131	3005		多彩夹克	"彩色夹克,炫酷每一天…."
80310131	3005		连身工装	"从上到下,一套全搞定…"
80510051	3005		怪嘴短裤	快看~~~张开大嘴了~~~
80210021	3005		性感连帽装	还要多性感呢？
80210031	3005		修身背带装	背带装也能穿出性感修身来….
80410141	3005		No.16	16号上衣
80510061	3005		腰带热裤	"白色腰带配热裤,美么?"
80610041	3005		Black-Stone	黑石靴子…
80510071	3005		嘻哈长短裤II	"长短裤,嘻哈范er."
80610051	3005		Colourful-Day	多彩每一天…..
81510001	3005		Humps短袜	哈普斯短袜~~
80410151	3005		Satan-Star	撒旦教义五角星!
80510081	3005		条穗下衣	"条穗下衣,是不是蛮帅的?"
80410161	3005		花格子衬衣	"花格子衬衣,帅么?"
80110031	3005		Talor发型	泰勒发型!
80410171	3005		耳机体恤	潮流耳机体恤!
81410001	3005		单肩包	潮男单肩背包.
80710021	3005		契丹狼头彩绘	像不像萧峰?
81510011	3005		膝盖中箭	"曾经我也能扣篮,直到我膝盖中了一箭."
51410251	527		吊吊猫	懒懒的,吊吊着,你懂得!! 
50610841	548		双色鞋	"双色搭配,潮流运动鞋!!!"
81610001	3006		钓鱼岛	中国的钓鱼岛
82110201	999		积分Buff	积分杠杠的多
82110211	999		积分Buff	积分杠杠的多
82110221	999		能力Buff	能力乾坤大挪移
80110081	3008		K-Style Classy 发型	K-Style 系列
80110091	3008		K-Style Style 发型	K-Style 系列
80110101	3008		K-Style Elevator Cowboy 发型	K-Style 系列
80210071	3008		K-Style Classy Suit 套装	K-Style 系列
80210081	3008		K-Style Yellow Style 套装	K-Style 系列
80210091	3008		K-Style Elevator Cowboy 套装	K-Style 系列
80610101	3008		K-Style Classy Suit 鞋	K-Style 系列
80610111	3008		K-Style Yellow Style 鞋	K-Style 系列
80610121	3008		K-Style Elevator Cowboy 鞋	K-Style 系列
80910031	3008		K-Style 眼镜	K-Style 系列
80910041	3008		K-Style 太阳镜	K-Style 系列
80110041	3007		文静女	文静每一天!
80110061	3007		时尚女孩	潮不潮看发型
80110071	3007		Lover帽帽	Lover可爱帽帽
80210041	3007		CLvVv-Lover	CLvVv-Lover系列
80210061	3007		ProKen 运动	ProKen 运动系列
80410191	3007		Dskia上衣	Dskia 女士系列
80410201	3007		大手	大手掌握!
80410211	3007		Nsa上衣	Nsa系列
80410231	3007		小领带	女士领带收腰上衣
80510091	3007		MnITril 女士下衣	MnITril  女士系列
80610071	3007		BcskI 休闲鞋	BcskI 运动休闲系列
80610081	3007		BcskI 男士鞋	BcskI 男士系列
80710031	3007		蝴蝶彩绘	蝴蝶飞阿飞~~
81010001	3007		幸运草	可以带来好运的!!
50111411	500		SARU默认发型	SARU默认发型
50110001	500		SARU默认帽子	SARU默认帽子
50310711	500		SARU默认套装	SARU默认套装
51810001	500		SARU默认彩绘	SARU默认彩绘
80110121	3010		小帅哥发型	帅气的小帅哥发型~
80110131	3010		宝贝公主发型	宝贝公主发型~
80110141	3010		酷酷发型	我的发型！我做主！
80110151	3010		圣诞兔女郎发型	性感的兔女郎~
80210101	3010		帅气上班族套装	我是上班族~
80210111	3010		休闲运动套装	休闲运动套装哦~
80210121	3010		圣诞兔女郎套装	性感的兔女郎~
80210131	3010		可爱妹妹套装	好可爱的小妹妹~
80310151	3010		FS拉拉队服	FS加油！街头篮球加油！
80310171	3010		清凉沙滩套装	虽然到了冬天，我依然喜欢夏天~！
80410241	3010		休闲短袖T恤	休闲短袖T恤
80410251	3010		休闲羽绒马夹	休闲羽绒马夹
80410261	3010		休闲淑女上衣	休闲淑女上衣
80410271	3010		圣诞性感男上衣	圣诞性感男~
80510111	3010		嘻哈街舞裤	嘻哈街舞裤
80510131	3010		潮流运动裤	潮流运动裤
80510141	3010		圣诞性感男下衣	圣诞性感男~
80610131	3010		休闲潮流运动鞋	休闲潮流运动鞋
80610141	3010		休闲滑雪靴子	冬天来了~一起去滑雪吧~
80610151	3010		霸气篮球鞋	霸气篮球鞋
80610161	3010		休闲潮流高帮鞋	休闲潮流高帮鞋
80610171	3010		小骨头鞋子	好多骨头啊~
80610181	3010		圣诞性感男靴子	圣诞性感男~
80610191	3010		休闲韩版皮鞋	休闲韩版皮鞋
80710041	3010		猛虎彩绘	猛虎下山咯~
80810011	3010		休闲太阳镜	眼镜也可以戴在这儿哦~
80810021	3010		7周年幸运777	7周年纪念道具
81110071	3010		宝贝猫咪	可爱的小猫咪~
81110081	3010		7周年幸运7	7周年纪念道具
81310021	3010		圣诞兔女郎护腕	性感的兔女郎护腕~
81510021	3010		休闲单肩包	休闲单肩包
81510031	3010		小龙宝宝	7周年纪念道具
81610021	3010		7周年大翅膀	7周年纪念道具
81610011	3010		圣诞礼物袋	圣诞礼物袋
80510121	3010		X休闲裤	X休闲裤~
50111301	533		BigSlam发型	BigSlam发型
50310562	533		BigSlam套装	BigSlam套装
50111461	543		Bongtoo发型	Bongtoo发型
50111471	543		Bongtoo头套	Bongtoo头套
50310721	543		Bongtoo套装	Bongtoo套装
81510041	3005		圣诞袜子	圣诞袜子
80110181	3011		休闲圆顶帽	圆顶帽~
80110191	3011		可爱小猫咪发型	你看我的小耳朵~
80210141	3011		性感街舞套装	穿的性感也可以跳街舞的~
80310201	3011		性感潮流套装	性感潮流套装
80310211	3011		休闲街舞嘻哈套装	喜欢嘻哈style~喜欢FreeStyle~
80410281	3011		小骷髅上衣	小小骷髅上衣~
80410291	3011		休闲白色羽绒服	冷吗？买件羽绒服吧~
80410301	3011		休闲男士上衣	看我的上衣帅气不？
80410311	3011		时尚潮流男上衣	毛衣也要时尚一点~
80410321	3011		可爱女生上衣	喜欢可爱型的女生可以买件哦~
80510151	3011		小骷髅裤	小小骷髅下衣~
80510161	3011		嘻哈舞牛仔裤	嘻哈舞牛仔裤
80510171	3011		嘻哈宽松牛仔裤	嘻哈宽松牛仔裤
80510181	3011		可爱女生短裙	喜欢可爱型的女生可以买件哦~
80610201	3011		加厚休闲鞋	加厚休闲鞋
80610221	3011		可爱女生靴子	喜欢可爱型的女生可以买件哦~
80610211	3011		小骷髅鞋	小小骷髅鞋
80710051	3011		爱心彩绘	爱你一生一世！
80710061	3011		小精灵彩绘	小精灵彩绘
80810051	3011		时尚耳坠	看我耳坠，好看吗？
81010011	3011		恐怖骷髅口罩	别被口罩吓一跳哦~
81110091	3011		时尚潮流手套	冻手可以戴手套~
81610031	3011		冰十字	用冰做成十字形态~
80810061	3011		2013头饰	2013收集送好礼活动道具
81110101	3011		2013雪人胸针	2013收集送好礼活动道具
81510051	3011		2013乖乖蛇	2013收集送好礼活动道具
81410021	3011		2013披风	2013收集送好礼活动道具
81610041	3011		心心相映	情人节礼物
81210001	3011		永恒的心	情人节礼物
82110291	3011		情人节之玫瑰花	情人节之玫瑰花
82110301	3011		情人节之巧克力	情人节之巧克力
80410331	3013		扎马斯上衣	FS扎马斯
80410341	3013		扎马斯卫衣	FS扎马斯
80610231	3013		G492	G492板鞋
80410351	3013		JMX印花上衣	JMX上衣
80510191	3013		TOWN短裤	TOWN花格子短裤
80110201	3013		Jazz Ny发型	Jazz Ny 系列
80210151	3013		Jazz Ny上衣	Jazz Ny 系列
81510061	3013		Jazz Ny袜	Jazz Ny 系列
80510201	3013		HIP-HOP斑点裤	HIP-HOP斑点裤
80510211	3013		嘻哈挽腿裤	嘻哈挽腿裤
80110211	3013		复古女	复古女
80110221	3013		街舞嘻哈帽	街舞嘻哈帽
80110231	3013		装饰头巾发型	装饰头巾发型
80610241	3013		魔术鞋	魔术鞋
80610251	3013		雪地靴	雪地靴
80110241	3013		偏分发	偏分发
80410361	3013		可爱小熊上衣	可爱小熊上衣
81210011	3013		红心兔	红心兔
81210021	3013		大象大象	大象大象
81210031	3013		朋克牛皮臂链	朋克牛皮臂链
81210041	3013		花式护臂	花式护臂
81210051	3013		HIPHOP 手环	HIPHOP 手环
80210161	3013		2013运动套装	2013运动套装
52110181	999		染色喷剂	可以给拥有的道具染色的喷剂。（但是只能给拥有2种以上颜色的道具才能染色）
82110331	55		红龙	红龙
82110341	55		黄龙	黄龙
82110351	55		绿龙	绿龙
52116021	55		橙龙	橙龙
52116211	55		彩色龙	彩色龙
52116261	55		合成彩色龙珠	1个红色龙珠，1个黄色龙珠，1个绿色龙珠，1个蓝色龙珠可以合成1个彩色龙珠。
82110361	55		红色龙珠	能在我的道具碰碰运气栏里以祭品的方式给龙并获得稀有套装或者积分，还有机会获得成长性道具哦！
82110371	55		黄色龙珠	能在我的道具碰碰运气栏里以祭品的方式给龙并获得稀有上衣、下衣、鞋子或者积分，还有机会获得成长性道具哦！
